"","linenumber","sentiment","overall","date","Content"
"6992",6995,2,"Positive","11/01/16","Gold futures on Tuesday snapped back from a tough October, sending prices to their highest finish in about a month, while the dollar dipped as uncertainty surrounding the outcome of the U.S. presidential election buoyed investment demand for the yellow metal."
"6993",6996,-1,"Negative","11/01/16","The dollar had its worst session in six weeks on Tuesday, as polls showed the presidential race between Republican nominee Donald Trump and Democratic rival Hillary Clinton continues to tighten."
"6994",6997,-1,"Negative","11/01/16","U.S. stocks fell Tuesday, with the S&P 500 dropping for a sixth consecutive session to end at a nearly four-month low as investors grappled with a tightening presidential race, economic data, corporate earnings, and the Federal Reserve’s monetary policy decision."
"6995",6998,-1,"Negative","11/02/16","Call it a “Trump tantrum.” Or markets prepping for an “orange swan” — a hard-to-predict and high-impact event."
"6996",6999,2,"Positive","11/02/16","Investors are pressing the reset button, sending global equities and the U.S. dollar south as they seek refuge in haven-like assets such as gold and the Swiss franc on signs the U.S. presidential election on Nov. 8 will be much closer than anticipated."
"6997",7000,1,"Positive","11/02/16","Gold futures climbed Wednesday as growing uncertainty surrounding the U.S. presidential election as well as weakness in the U.S. dollar and equities lifted the metal to its highest finish in a month."
"6998",7001,1,"Positive","11/02/16","I feel like Jason Bourne."
"6999",7002,-2,"Negative","11/02/16","U.S. stocks extended losses on Wednesday, with the S&P 500 recording its longest losing streak in five years after the Federal Reserve, as expected, kept interest rates unchanged."
"7000",7003,3,"Positive","11/02/16","The dollar and Mexican peso dropped on Wednesday as Democratic presidential nominee Hillary Clinton’s lead in the polls continued to shrink less than a week ahead of Election Day, motivating investors to seek protection in safety plays like the yen and Swiss franc."
"7001",7004,2,"Positive","11/03/16","For a few glorious hours, the election everyone would like to be over has been forgotten, replaced by the Cubs mania that’s absolutely dominating Twitter, and rightly so:"
"7002",7005,-1,"Negative","11/03/16","Gold futures suffered their first decline in three sessions, pulling back Thursday from their highest level in a month but keeping a grip on the key $1,300-an-ounce level."
"7003",7006,0,"Negative","11/03/16","WASHINGTON (MarketWatch) — The economy likely generated another large batch of new jobs in October, giving the Federal Reserve one more arrow in its quiver  to raise interest rates before year end as it intends. Here's what to watch in Friday’s employment report."
"7004",7007,-4,"Negative","11/03/16","Shares of GoPro Inc. tumbled Thursday, tracking a steep decline in Fitbit Inc.’s stock, as investors were spooked by the fellow electronic gadget maker’s disappointing results and outlook."
"7005",7008,0,"Negative","11/03/16","The British pound on Thursday recorded its largest slump in more than two weeks after the Bank of England hinted it could raise interest rates if inflation accelerates too quickly."
"7006",7009,-2,"Negative","11/03/16","Oil futures fell on Thursday, finishing at a six-week low a day after government data showed a record rise in crude inventories."
"7007",7010,-2,"Negative","11/03/16","U.S. stocks closed lower Thursday, marking the S&P 500’s longest losing streak since the depths of the financial crisis, as Facebook shares slumped and investors fretted over election uncertainty."
"7008",7011,-1,"Negative","11/04/16","Unfortunately, or fortunately, we have three days or so remaining in one of the ugliest barroom brawls of a U.S. presidential election contest ever."
"7009",7012,2,"Positive","11/04/16","The U.S. dollar was mixed against its major rivals on Friday, trading in a volatile session as investors weighed a payrolls report that pointed to improving labor market conditions, as well as next week’s U.S. election, which has become a renewed source of uncertainty."
"7010",7013,-1,"Negative","11/04/16","U.S. stocks failed to defend gains Friday, with the S&P 500 ending lower for a ninth straight session in the longest losing streak since December 1980."
"7011",7014,1,"Positive","11/07/16","The U.S. dollar and the Mexican peso strengthened Monday, after the FBI said no new evidence was found to warrant charges against U.S. presidential hopeful Hillary Clinton in the investigation of her emails"
"7012",7015,1,"Positive","11/07/16","Looks like that streak is going to end at nine. And with a triple-digit bang."
"7013",7016,2,"Positive","11/07/16","European stocks ended sharply higher on Monday, part of a broader global relief rally after the Federal Bureau of Investigation said its review of another batch of U.S. presidential hopeful Hillary Clinton’s emails won’t lead to charges."
"7014",7017,0,"Negative","11/07/16","Gold futures dropped Monday, suffering from their largest percentage loss since Oct. 4. Prices were hit by a rally in the U.S. dollar 
        DXY,
        +0.73%,
       which climbed following news that the Federal Bureau of Investigation won’t bring charges against presidential nominee Hillary Clinton after a review into Clinton's emails. December gold 
        gcz6
       settled at $1,279.40 an ounce, down $25.10, or 1.9%. That was the lowest finish since Oct. 27, according to FactSet data."
"7015",7018,1,"Positive","11/07/16","Early voting is over in Florida and Nevada, but it’s still going on in world markets. Their verdict: Hillary Clinton will win the U.S.  presidential election."
"7016",7019,-1,"Negative","11/07/16","Gold futures on Monday suffered their largest one-day percentage loss in about five weeks, as haven assets took a hit in the wake of news that the Federal Bureau of Investigation said it won’t bring charges against Hillary Clinton over a batch of newly discovered emails."
"7017",7020,0,"Negative","11/07/16","Oil futures settled higher Monday, finding support as an earthquake late Sunday at the Cushing, Okla., storage hub raised worries about oil supplies and expectations for a win by Hillary Clinton fueled bets on a slowdown in U.S. drilling for crude."
"7018",7021,4,"Positive","11/07/16","Financial markets around the world let out a sigh of relief, making sharp moves on Monday after the Federal Bureau of Investigation said its fresh review of Hillary Clinton’s emails won’t lead to charges."
"7019",7022,2,"Positive","11/07/16","U.S. stocks on Monday had their best day since March on a percentage basis after the Federal Bureau of Investigation said its review of a new batch of Democratic presidential nominee Hillary Clinton’s emails won’t lead to charges."
"7020",7023,1,"Positive","11/08/16","If Dixvillle Notch and psychic Scottish goat Boots are any indication about this election, then Hillary Clinton can get ready to bust out her victory dance."
"7021",7024,0,"Negative","11/08/16","European stocks concluded a choppy trading session in positive territory on Tuesday, as investors awaited the outcome of the U.S. presidential election."
"7022",7025,0,"Negative","11/08/16","Gold futures finished lower on Tuesday, a day after suffering their sharpest one-day percentage loss in about five weeks, as traders showed caution ahead of the outcome of the U.S. presidential election."
